index	sample-1	sample-2	sample-3	sample-4	sample-5	sample-6	sample-7	sample-8	sample-9	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16	sample-17	sample-18	sample-19	sample-20	sample-21	sample-22	sample-23	sample-24	sample-25	sample-26	sample-27	sample-28	sample-29	sample-30	sample-31	sample-32	sample-33	sample-34	sample-35	sample-36	sample-37	sample-38	sample-39	sample-40	sample-41	sample-42	sample-43	sample-44	sample-45	sample-46	sample-47	sample-48	sample-49	sample-50	sample-51	sample-52	sample-53	sample-54	sample-55	sample-56	sample-57	sample-58	sample-59	sample-60	sample-61	sample-62	sample-63	sample-64	sample-65	sample-66	sample-67	sample-68	sample-69	sample-70	sample-71	sample-72	sample-73	sample-74	sample-75	sample-76	sample-77	sample-78	sample-79	sample-80	sample-81	sample-82	sample-83	sample-84	sample-85	sample-86	sample-87	sample-88	sample-89	sample-90	sample-91	sample-92	sample-93	sample-94	sample-95	sample-96	sample-97	sample-98	sample-99	sample-100	sample-101	sample-102	sample-103	sample-104	sample-105	sample-106	sample-107	sample-108	sample-109	sample-110	sample-111	sample-112	sample-113	sample-114	sample-115	sample-116	sample-117	sample-118	sample-119	sample-120
Unclassified_10(f__[Paraprevotellaceae])	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119933	0	0.000312207	0	0.000179329	0	0	0	0	0	0	0	0	0	0	0	0.00022945	5.20E-05	0	0	0	0	0	0	0	0	0	0	0	0.000118364	0.000654333	0.000495926	0.00025508	0	0.000730105	0	0	6.65E-05	0	0	0.000237361	0	0	0	0	0	0	0	0	9.43E-05	0.000318399	0	0.00013312	0	0	0	0	0.000199631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_11(f__[Paraprevotellaceae])	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000473401	0.000192178	0	0.000879437	0	0.000315159	0.000239106	0.00036368	0.000236155	0.000397509	0.000644617	0	0.000440141	0.00014298	0.000158692	0.000136537	0.000538696	0.000690025	0.000114725	0.00031185	0.00067726	0	0.00100981	0	0	0	0	0	0.000369936	0	0.000207469	0	0.000237939	0.000708466	0.000425134	0	0	0	0.000254518	0	0.000519447	0.000209805	0.000356041	0.000164677	0	0	0	0.000133941	0	8.69E-05	0	0	0	0	0	0	0	0	0.000804623	0.000299446	0.000290444	0.000170348	0.000197736	0.000732601	0.000153846	0.000257754	0	0	8.41E-05	0.000108372	9.92E-05	0	0.000333508	0.000227355	0.000526247	0	0.00053234	0.001892774	0	0	0.000120632	0.000111869	0	0	0.000253261	0.00027312	0.00066302	0	0.000524631	0.000924459
g__CF231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143725	0.004201432	0.002258096	0.002458623	0.002558363	0.005229472	0.003466751	0.005379879	0.00266699	0.00253867	0.00265006	0.002033024	0.00232348	0.00896787	0.002502145	0.003015155	0.001979792	0.007182618	0.001150042	0.001491424	0.002234927	0.001979682	0	0.000144259	0	0	0.000231107	0	0	0.000554905	0	0.029253112	0.030182873	0.009279638	0.015232023	0.035966329	0.004508505	0.003407155	0.010964576	0.01764656	0.007383265	0.007337186	0.008112455	0.030619511	0.008151503	0.001509084	0.000550193	0.002845927	0.001406376	0.002584124	0.000825584	0.00108182	0.001036953	0.004730498	0.000882292	0.001198083	0.002930317	0.000779828	0.000699266	0.001682393	0.001397415	0.002396166	0.00062461	0.000395472	0.000659341	0.001538462	0.000601426	0.001687289	0.000778702	0.000504477	0.000216743	0	0.000369891	0.000762304	0.000272826	8.77E-05	0.000281722	0.00026617	0.003406994	0.000709589	0	0.000120632	0.000894955	0.000415822	0.000778317	0.000506521	0.001365598	0.001105033	0.003564597	0.002046063	0.00167283
g__Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170054	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000449413	0	0	0	0	0	0	0	0	0.000249738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__YRC22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011835	0	0.000479731	0.000719539	0.000156104	0.001155584	0.000537988	0	0.000236155	0.000331257	9.92E-05	0	0.000330106	0.00021447	0.000714116	0	0.000478841	0	0.00022945	0.0002079	0.000104194	0	0	0	0	0	0	0	0	0	0.000311203	0.000946914	0.003152698	0.002337938	0.00025508	0.002937359	0	0.000153351	0.001781624	6.65E-05	0.000389585	0.00013987	0.000474721	0.000164677	0.000290208	0.000100035	0	0.000267881	0.000561766	0	0.000170814	0.000659879	0.000545827	0.001245589	0.00013312	0.000293032	0.000103977	0.000299685	0.000365738	0.000598892	0	0	0.000197736	0	0	0.000515508	0	0	0	0	9.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218496	0	0	0	0.000440218
g__[Prevotella]	0	0	0.000687503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143725	0.003195455	0.001297204	0.002278724	0.001998721	0.002887918	0.005357706	0.003825692	0.003697418	0.001948282	0.002186299	0.003223087	0.004453337	0.011168574	0.001572777	0.003887963	0.001706718	0.002513916	0	0.001204612	0.001975052	0.002396457	0.000385097	0.000288517	0	0	0	0	0	0	0	0.151659751	0.021779014	0.033252037	0.029330499	0.025082901	0.129380422	0.006570942	0.003527066	0.053533554	0.018424904	0.030062983	0.090286034	0.069902682	0.023548786	0.005688084	0.000950333	0.014131501	0.002276989	0.003202067	0.001173199	0.002619143	0.015554299	0.003866272	0.001868383	0.001553071	0.022622048	0.039563296	0.001398532	0.00533977	0.004092429	0	0.000227131	0	0.00014652	0.001282051	0.000386631	0	0	0.000168159	0.000270929	0	0.000739782	0.003525656	0	0.000263123	0.000957854	0.00026617	0.000189277	0.00023653	0	8.04E-05	0.001062759	0.000207911	9.16E-05	0.00012663	0.000546239	0.000221007	0.000869414	0.001626357	0.001144568
g__KSA1	0	0	0.000158655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000496883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Chlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000158692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.10E-05	0	0	0	0.000103977	0	0	0.002545291	0	0.000113565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133085	0	0	0	0	0	0	0	0	0	0	0.000173883	0	0
Unclassified_12(o__YS2)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011835	0	0	0	0	0	0	0	0	0.000198754	0	0	0	0	0	0	0	0.000153339	0.000114725	0	0	0	0	0.000912478	0	0	9.73E-05	0.000136351	0.000123312	0	0.000726141	0.000295911	0	0	0	0	0	0	0	0	0	0	0	0	0.000116083	0	0	0	0	0.000521422	0.000170814	0	0	0	0.00013312	0	0	0	0	0	0.000145222	0.000170348	0	0	0.000153846	0	0.000492126	0	0	0.000325115	9.92E-05	0	0	0	0	0	0	0.000520513	0	9.93E-05	0	0	0.000363844	0.000320483	0	0	0	0	0	0.000132066
Unclassified_13(o__Streptophyta)	0.033242372	0.001381133	0.001004813	0.000305002	0.000284576	0.000459664	0.000297013	0.009609051	0.001589627	0.025284113	0.000685448	0.000412031	0.015659519	0.002102681	0.000914913	0.00235367	0.001141553	0.002684656	0.006371323	0.39149878	0.02475797	0.004252004	0.004001897	0.009108455	0.017122269	0.000643915	0.002478445	0.000747695	0.000782779	0.005461536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192548	0	0	0	0	0	0	0	0	0.000414938	0.004675386	0.000951758	0.001487779	0	0.000273243	0.000162245	0	0.000339357	0	0	0.008951675	0.000237361	0.001729107	0	0.000150053	0	0	0.000112353	0.000130355	0.000284689	0.000707014	9.10E-05	0	0.000754349	0.000293032	0.000415909	0.000299685	0.00029259	0.000399261	0	0	0	0	0	0	0	0	0	0	0.00024809	0	0.000142932	0	0	0	0	0	0	0	0	0	0.000155933	0	0	0	0	0	0	0
g__Mucispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000285959	0	0	0	0.000153339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09E-05	0	0.000563444	0	0	0	0	0	0.000111869	0	0	0	0	0	0	0	0
g__Fibrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003668856	0.000384357	0.002158791	0.001439079	0.000312207	0.000105053	0.001016199	0.001515335	0.004900224	0.000198754	0.000842961	0.000322706	0.00115537	0.005933657	0.000952154	0.009694156	0.00011971	0.000153339	0.000573625	0.003118503	0.000468872	0	0	0.00022812	9.58E-05	0	0	0	0.000184968	0	0.00840249	0.000177546	0.005591577	0	0	0	0.001541332	0	0.000424196	0	0.000324654	0	0.001424163	0	0	0	0	0	0	0	0	0	0	0	0	0.000117213	0	0	0.000365738	9.98E-05	0	0.000113565	9.89E-05	0.00021978	0.000153846	0	0	9.73E-05	0.000798756	0.000108372	0	0	0	0.000500182	0.000175416	0.00090151	0	0	0.000283836	0	8.04E-05	0.000335608	0.000103956	0	0	0	0.00033151	0.001043297	0	0.00048424
Unclassified_14(c__Bacilli)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192548	0	0	0	0	0	0.000272702	0	0.000197677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126119	0	0.000148854	0	0	0.000181884	0	0	0	0	0	0	0	0	0	0	0	0.000218496	0	0	0	0
g__Anoxybacillus	0	0	0	0	0	0	0	0	0	0	0	0	0.000487329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.46E-05	0	0	0	0	0	0	0	0	0	0	0	0
g__Bacillus	0	0	0.000634618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000542054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000432776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000454262	0.000197736	0.00014652	0.000102564	0.000171836	0.001265467	0	0.000126119	0	0.000297708	0.000231182	0	0.000727537	0	0.000676133	8.87E-05	0	0.000425753	0.001042649	0	0	0.000103956	0.00096145	0	0.001966461	0.001160285	0.004607894	0.000419705	0.001232611
g__Oceanobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000504905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.59E-05	0	0	0	0	0.00024809	0	9.53E-05	0.000136413	0	0	0	0	0	0.0002979	0	0	0	0.00013735	0	0.000109248	0.000386762	0	0	8.80E-05
g__Brevibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000721293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176087
g__Paenibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000865551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171836	0	0	0	0	0	0	0	9.09E-05	0.000438539	0.000112689	0	0	0	0	0	0.000111869	0.000311867	0.000183133	0	0.000764735	0.001436543	0.000347766	0.000262316	0.001980983
Unclassified_15(f__Planococcaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340696	0	0	0.000358974	0	0.004147919	0.000681365	0	0	0.000942741	0	0	0.000591124	0	0.00270453	0	0	0.00023653	0.006007646	0	0	0	0.004578335	0	0.000710111	0	0.011128499	0	0
g__Bacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09E-05	0	0	0	0	0	0	0	0	0	0	0	0.000600863	0	0	0	0
g__Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076634254	0.190276976	0.153980686	0.011586154	0.003524382	0.00768819	0	0.004932487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002105722	0.001249219	0.006920757	0.006813187	0.003641026	0.009751697	0.001616985	0.003163479	0.007062681	0.007206719	0.004167907	0.039901979	0.02153509	0.004501637	0.01390168	0.012790174	0.006121906	0.156248521	0.002270685	0.002830048	0.005910974	0.031435284	0.006809086	0.012727772	0.004305432	0.009012946	0.125366042	0.048774126	0.014427365	0.095791513
g__Rummeliibacillus	0.000434135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.61E-05	0	0	0	0	0	0	0	0.000132503	0	0.000193623	0	0	0	0	0	0	0	0	0	0.197843458	0.135963647	0.158314957	0.019102791	0.094984978	0.02491363	0	0.011653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078129538	0.137016637	0.074694745	0.41032967	0.328051282	0.02972764	0.350112486	0.178858227	0.518686678	0.082958548	0.388210777	0.234140928	0.184525228	0.449254274	0.36789019	0.180527383	0.491793097	0.051578101	0.365722125	0.283997815	0.149221923	0.086195324	0.521700712	0.189909349	0.076738002	0.469000929	0.134814078	0.168579377	0.166255705	0.049392499
g__Solibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192548	0.027336988	0.00022812	0.001962943	0.000231107	0.000729891	0	0.000554905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000363055	0.000681392	0	0.002417582	0.00025641	0.000128877	7.03E-05	0.00043802	0.001050994	0.000812788	0	0.0005086	0.000190576	0.000636595	0	0.003211629	0	0	0	0	0.000482528	0.000223739	0	0.000732534	0	0.000600863	0.00033151	0.003651539	0.000157389	0.000572284
g__Sporosarcina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281215	9.73E-05	0	0	0.00024809	0	0	0.00040924	0.000394685	0.000169033	0	0	0.000331141	0.00074475	0	0	0.000103956	0.00068675	0	0.001474846	0.000773523	0.000347766	0.000472168	8.80E-05
g__Staphylococcus	0	0	0.000423079	0	0	0	0	0	0	0	0	0	0	0	6.54E-05	0.000123877	0	0	5.95E-05	0.001219622	9.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000577645	0.005121177	0.00015208	0	0.00017333	0.000145978	0.000909008	0	0.001087225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177494	0	0	0	0	0	0.001524833	0.000567827	0.001384151	0.009010989	0.000307692	0.000171836	0.000632733	0.001752081	0.002144028	0.007098347	0.005854917	0.041335306	0.017247129	0.00672972	0.008112968	0.076572008	0.004524887	0.049921923	0.004541369	0.003227248	0.014033536	0.134634747	0.002027132	0.00805787	0.005824997	0.002621948	0.016796508	0.154320988	0.002990399	0.00215707
g__Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000818107	0	0.000494193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unclassified_16(o__Lactobacillales)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192548	0.000216388	0.000304159	0.00043089	0.000115554	0.002724928	0.001636215	0	0.026834692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003557944	0.001589915	0.024074349	0.004249084	0.001589744	0.001890197	0.003866704	0.000827371	0.001513432	0.001896505	0.000148854	0.000231182	0	0	0.002499671	0.000225378	0	0.000189277	0.000567671	0	0	0	0.000103956	0.000503617	0	0.00027312	0.002762584	0.000173883	0.000104926	8.80E-05
g__Aerococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001370456	0	0.000335137	0	0	0	0	0.000148258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217833	0.001249219	0.000148302	0.001538462	0.000153846	0.000128877	0.000210911	0.000292013	0.000168159	0.001137903	9.92E-05	0	0	0.000318298	0	0.001126888	0.000133085	0.001845455	0	9.93E-05	0	0.001733975	0.000103956	0	0.00012663	0.000109248	0.000110503	0.000782473	0	0
g__Facklamia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000772657	0	0.000444774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Desemzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290444	0	0	0	0	8.59E-05	0.000210911	0.000243345	0	0.000162558	0	0	0	0	0	0.000112689	0	0	0.000283836	0	0	0	0	0	0	0	0	0	0	0
g__Enterococcus	0	0	0	0	0.002063176	0	0	0.0005037	0.000155846	0	0	0	6.50E-05	0	6.54E-05	0.000185816	0	0	0.000714541	0.035007679	0.000493309	0	0.000148218	0	0.000231382	0	0.000523615	4.15E-05	0	7.19E-05	0	9.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104194	0.045152595	0.012478361	0.028134743	0.00646335	0.076843078	0.008126125	0.336333061	0.01337937	0.009933284	0	0	0	0	0.000680214	0	0	0	0	0.000133032	0	0	0	0	0	0	0	0	0	0	0	0.000141403	0	0	0	0	0	0	0	0	0.036087714	0.072795412	0.021800386	0.027619048	0.034615385	0.030930492	0.030019685	0.023458412	0.040021861	0.197236521	0.032202044	0.034631034	0.023393206	0.040196435	0.047669166	0.036623845	0.027060598	0.023186486	0.028762004	0.024477434	0.029474446	0.107338628	0.014137949	0.02403626	0.016968469	0.03446769	0.013536659	0.012954269	0.012905934	0.012370136
g__Tetragenococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145222	0	0	0	0.000102564	0	0.000351519	0	0	0.000433487	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16E-05	0	0.000218496	0	0	0	0
Unclassified_17(f__Lactobacillaceae)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000288823	0	0	0.00043089	0	0	0.000272702	0.000184968	0.010526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005736277	0.001987394	0.008749815	0.001318681	0.001589744	0.001288771	0.002812148	0.003406823	0.000672636	0.004497426	0.00024809	0.000277418	0	0	0.000877078	0	0	9.46E-05	0.000283836	9.93E-05	0	0.000559347	0.000259889	0.000503617	0.00012663	0.000109248	0.000165755	0	0.000157389	0
g__Lactobacillus	0.000186058	0.009727977	0.030038606	0.010573404	0.000853728	0.000651191	0.016293279	0.011391375	0.000966244	0.002288155	0.002501885	0.006455157	0.002858999	0.000408855	0.000228728	0.000371632	0	0.000240931	0.001190902	0.003252326	0.000154159	0	8.89E-05	0.000541767	0.000297491	0	0.000418892	0.000166154	0	0.000107793	0.331794781	0.391755549	0.092408251	0.079948833	0.044801748	0.058199391	0.022715046	0.257849436	0.247608927	0.019676693	0.155799078	0.272879824	0.123294454	0.130183014	0.023962549	0.003072092	0.003890585	0.02499425	0.005449435	0.019698545	0.010888252	0.003369597	0.000649163	0.001672877	0.004500407	0.01155535	0.049486643	0.006272157	0.004007645	0.079070917	0.005912863	0.006391667	0.002438879	0.005526036	0.005611768	0.009221941	0.013871988	0.13011808	0.014083312	0.003126247	0.012401792	0.010839919	0.003323048	0.002799506	0.012885252	0.002100735	0.006575074	0.015671042	0.018425931	0.039758408	0.005010534	0.003582202	0.001273596	0.009186215	0.06514022	0.007149974	0.237171822	0.007292343	0.043888523	0.023506513	0.02185594	0.03986145	0.009145286	0.007692308	0.018	0.005412836	0.013990439	0.034749598	0.015680834	0.007911135	0.004068671	0.011651563	0.002763352	0.009776282	0.002894356	0.002197431	0.004746695	0.009747788	0.004777899	0.004120947	0.00168885	0.004474773	0.003118665	0.003342185	0.005191845	0.009176818	0.004199127	0.002695183	0.020408163	0.001496742
g__Pediococcus	0.000186058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025416386	0.00584247	0.008364383	0.253123953	0.006875433	0.5591942	0.008271975	0.006967137	0.334124043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336334592	0.215149622	0.326115972	0.088644689	0.108974359	0.250107398	0.146231721	0.080839052	0.033842015	0.060146302	0.041381364	0.018032181	0.011529849	0.016369589	0.039600053	0.011663286	0.067828942	0.01840723	0.020530773	0.009781044	0.002211589	0.009900436	0.021622745	0.019412142	0.020197543	0.019282242	0.049781756	0.016605808	0.257279261	0.015187533
g__Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000456239	0.000191507	0	0.001021848	0	0.000123312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
